neighborhood,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,stories,garage_spaces,has_basement,has_porch,renovated_last_10yrs,fireplace,condition_score,distance_to_downtown_km,crime_index,school_rating,walk_score,property_tax_annual,vacant_lot_nearby,sale_price
Grandmont-Rosedale,1140.0,5,1.0,5138.0,1910,1.0,2.0,1,0,0,1,4.3,10.89,38.1,6.7,62.0,2526.0,1,63135.0
Grandmont-Rosedale,1726.0,4,2.0,4520.0,1958,1.5,1.0,1,1,0,0,5.6,12.69,60.6,4.0,51.3,2521.0,0,70901.0
Boston-Edison,480.0,3,2.5,5033.0,1904,1.0,1.0,0,0,0,1,6.7,9.85,46.5,8.4,63.8,1425.0,0,198187.0
Indian Village,2116.0,3,1.0,2564.0,1983,1.0,1.0,1,0,0,1,4.7,4.78,39.4,9.4,56.3,2452.0,0,424668.0
Bagley,1327.0,3,1.0,2395.0,1937,2.0,1.0,1,1,0,0,6.6,0.5,60.4,5.8,41.0,2410.0,0,100558.0
Midtown,1129.0,1,1.0,6024.0,1981,1.0,1.0,1,1,1,0,4.1,5.89,51.2,7.7,41.6,1549.0,0,143310.0
East English Village,929.0,4,1.5,5677.0,1959,2.0,0.0,0,1,1,0,,7.77,70.1,4.8,36.8,2176.0,0,19055.0
Bagley,1278.0,4,1.0,4240.0,1973,1.0,1.0,1,1,1,0,4.7,10.78,77.8,5.2,55.2,2554.0,0,106057.0
East English Village,1683.0,2,2.0,4752.0,1971,1.0,0.0,1,0,0,0,7.0,6.44,80.9,4.6,45.8,2586.0,0,63158.0
Brightmoor,829.0,2,1.5,7575.0,1983,1.5,1.0,0,1,0,0,1.0,8.82,84.7,3.7,38.5,2102.0,0,12000.0
Midtown,1503.0,3,1.0,5603.0,1958,1.0,0.0,1,0,0,0,4.2,4.24,65.2,6.1,39.2,1836.0,0,173884.0
East English Village,2046.0,3,1.5,4257.0,1919,1.5,2.0,0,1,0,0,6.9,6.62,60.9,4.7,41.5,1122.0,1,57834.0
West Village,561.0,3,1.5,3019.0,1979,1.0,1.0,0,0,0,1,5.5,1.03,67.3,5.5,51.3,2218.0,0,160816.0
University District,1516.0,4,1.5,5935.0,1952,1.5,1.0,1,1,1,1,7.5,11.74,53.8,6.4,49.7,1558.0,0,161726.0
Jefferson-Chalmers,1849.0,4,1.5,3348.0,1946,2.5,2.0,1,1,1,1,6.2,10.06,72.0,6.1,39.2,991.0,1,119278.0
Lafayette Park,643.0,3,1.5,5601.0,1982,1.0,2.0,1,1,0,0,7.6,2.56,38.3,7.2,33.9,1692.0,0,117403.0
Brightmoor,480.0,2,1.5,5876.0,1983,2.0,1.0,1,1,1,0,4.4,9.94,79.8,5.3,32.6,1198.0,0,12000.0
East English Village,833.0,3,1.0,4641.0,1971,1.0,2.0,1,1,0,1,4.7,9.63,59.2,3.7,72.0,1516.0,1,12000.0
Warrendale,1459.0,2,1.5,6312.0,1962,2.0,2.0,1,1,0,0,5.0,13.88,67.9,6.0,48.5,2450.0,0,12000.0
Cody Rouge,1404.0,4,1.5,4621.0,1951,1.0,1.0,1,0,0,0,2.7,7.94,78.5,5.1,32.7,2083.0,0,12000.0
West Village,1055.0,4,1.5,4880.0,1927,2.0,0.0,1,1,1,1,5.3,15.9,66.1,6.8,38.6,2133.0,1,152322.0
Lafayette Park,1156.0,4,1.5,3763.0,1968,1.0,0.0,1,1,0,1,7.7,6.04,77.9,7.0,41.3,1726.0,0,143377.0
East English Village,1026.0,3,2.0,2358.0,1925,1.0,0.0,1,1,0,0,4.1,12.48,94.2,3.1,32.1,1563.0,0,12000.0
Cody Rouge,1197.0,4,1.5,4670.0,1926,1.5,2.0,1,1,0,1,4.5,8.66,67.0,4.6,44.5,1669.0,0,12000.0
Cody Rouge,1642.0,2,2.5,7099.0,1905,1.0,1.0,1,1,1,0,,8.17,84.3,,,2487.0,0,12000.0
Palmer Woods,1398.0,4,1.0,6206.0,1950,1.0,1.0,1,0,0,1,6.9,19.16,49.5,9.3,53.4,706.0,0,309538.0
Indian Village,1413.0,1,1.0,8143.0,1949,1.0,0.0,1,1,0,1,7.7,10.58,20.3,6.5,53.4,1666.0,0,339420.0
Sherwood Forest,1827.0,4,2.5,5214.0,1963,1.5,1.0,1,1,0,0,6.2,8.69,64.2,4.0,50.5,2982.0,0,165780.0
Sherwood Forest,2230.0,3,2.0,1808.0,1965,1.5,1.0,1,0,0,0,6.5,14.81,75.7,5.9,38.4,529.0,0,188262.0
Brightmoor,1400.0,4,1.5,3298.0,1934,1.0,2.0,1,1,0,0,1.3,7.86,64.5,3.3,48.9,1834.0,0,12000.0
Corktown,973.0,3,2.5,3895.0,1922,2.0,1.0,1,1,0,0,5.5,12.08,30.9,5.8,38.2,2459.0,0,226051.0
Cody Rouge,1203.0,2,1.0,1491.0,1937,1.5,2.0,1,0,0,0,3.9,5.46,59.1,4.9,57.5,593.0,0,12000.0
Brightmoor,1440.0,4,2.0,4710.0,1938,2.0,1.0,0,1,0,0,4.5,14.85,100.0,3.2,31.9,1057.0,1,12000.0
Jefferson-Chalmers,878.0,4,1.5,5116.0,1939,2.0,1.0,1,1,0,0,7.0,0.5,71.1,3.8,42.9,2186.0,1,12000.0
Indian Village,2120.0,3,1.0,4665.0,1935,2.0,1.0,1,1,0,0,8.8,2.59,43.6,4.8,36.7,2656.0,0,404346.0
Jefferson-Chalmers,1431.0,2,1.0,5917.0,1948,1.0,0.0,1,1,0,0,7.1,14.84,58.3,5.2,52.1,2894.0,0,37123.0
Cody Rouge,1016.0,3,1.0,4757.0,1977,2.0,1.0,1,1,0,0,6.9,8.66,71.5,4.7,48.2,2856.0,0,12000.0
East English Village,2100.0,3,1.5,5292.0,1982,1.0,0.0,1,1,1,0,4.4,9.8,61.6,6.1,53.0,1285.0,0,136463.0
Palmer Woods,1428.0,4,2.5,7154.0,1942,1.5,0.0,1,1,0,0,5.9,1.37,37.9,8.8,40.7,3021.0,0,436110.0
West Village,1292.0,2,1.5,1706.0,1974,1.0,0.0,1,1,1,0,5.5,8.34,49.9,7.2,35.1,1958.0,0,189312.0
Palmer Woods,1350.0,3,1.5,2575.0,1961,2.0,1.0,1,0,0,0,4.5,8.99,35.0,8.9,57.8,1678.0,0,334731.0
Bagley,678.0,2,2.0,5343.0,1983,1.0,2.0,0,0,0,0,5.3,10.22,57.4,5.2,61.8,3128.0,0,36801.0
Greenfield,2241.0,4,1.0,5506.0,1961,2.0,1.0,1,0,0,0,3.3,8.21,77.9,2.8,46.9,2608.0,0,53668.0
West Village,1632.0,2,1.5,6856.0,1957,2.0,2.0,1,1,0,0,6.2,8.86,36.5,7.9,36.6,1966.0,0,278101.0
Cody Rouge,1627.0,3,1.5,5315.0,1954,1.5,1.0,1,1,0,0,,15.71,88.4,3.7,51.2,2650.0,0,12000.0
Midtown,1033.0,4,1.5,2472.0,1975,1.5,2.0,1,1,0,0,6.5,7.31,58.1,6.2,59.5,1200.0,0,183649.0
Lafayette Park,1185.0,1,2.0,4575.0,1926,1.0,1.0,1,1,1,0,5.2,16.35,49.0,6.0,49.4,2443.0,0,114207.0
Warrendale,1772.0,2,1.5,7817.0,1956,2.0,2.0,1,0,1,1,3.0,3.92,66.7,4.4,52.0,2838.0,0,42436.0
Boston-Edison,1326.0,4,2.0,3460.0,1920,1.0,1.0,0,1,0,0,6.0,1.49,65.2,7.3,47.8,1817.0,0,243540.0
Russell Woods,1423.0,4,1.5,3892.0,1961,1.0,1.0,0,1,0,1,3.0,11.14,85.0,4.6,31.7,1172.0,0,12000.0
Lafayette Park,480.0,2,2.5,6677.0,1971,1.0,1.0,0,1,1,0,4.6,9.41,63.8,7.2,53.4,1659.0,0,38688.0
Midtown,1622.0,2,1.5,3879.0,1960,2.0,0.0,1,1,1,0,5.0,3.59,33.5,8.5,33.7,3316.0,0,221415.0
Sherwood Forest,1161.0,3,1.0,4066.0,1945,1.0,0.0,1,0,0,0,8.3,6.15,68.8,7.0,43.8,2041.0,1,69226.0
Morningside,870.0,2,1.0,3391.0,1936,2.5,1.0,1,1,0,0,4.8,10.25,54.1,5.8,40.2,2104.0,0,12000.0
Warrendale,2478.0,4,2.0,5242.0,1955,1.0,1.0,1,1,0,0,1.2,5.84,69.0,3.8,41.7,1810.0,0,58511.0
Boston-Edison,2213.0,2,1.0,6268.0,1939,2.0,1.0,0,0,0,0,7.3,5.03,60.2,6.2,59.6,3455.0,0,275790.0
University District,1804.0,3,1.5,3608.0,1961,1.0,0.0,1,1,0,0,9.0,9.37,28.3,5.8,23.5,1455.0,0,162073.0
Greenfield,1750.0,3,2.5,4801.0,1951,2.0,2.0,0,1,0,0,,3.75,95.4,,,3782.0,0,12420.0
University District,1007.0,3,1.0,6544.0,1913,2.0,1.0,1,0,0,0,6.8,7.14,41.0,7.4,55.4,993.0,0,102450.0
Greenfield,1169.0,4,2.5,4068.0,1916,1.0,2.0,0,0,0,0,6.1,13.02,86.4,3.5,53.4,3303.0,0,12000.0
University District,1208.0,2,1.5,4579.0,1948,1.0,0.0,1,1,0,0,7.3,7.65,53.7,5.0,71.4,1956.0,0,131278.0
Grandmont-Rosedale,1743.0,2,1.0,6024.0,1911,2.0,0.0,1,1,0,0,3.3,15.26,64.6,4.4,19.1,815.0,0,12000.0
Boston-Edison,1024.0,2,1.0,2927.0,1955,2.5,1.0,1,1,0,0,6.2,4.48,60.7,5.5,43.2,1547.0,0,196890.0
Palmer Woods,1054.0,3,1.5,5784.0,1950,1.0,2.0,1,1,0,1,8.7,14.79,69.0,7.6,32.7,496.0,0,342198.0
Corktown,1136.0,1,2.5,6123.0,1967,1.0,1.0,0,0,0,1,3.7,11.17,50.9,6.4,34.7,3068.0,0,140069.0
University District,1698.0,2,1.0,2428.0,1983,1.5,1.0,1,1,0,0,8.2,12.82,39.0,6.5,46.7,1756.0,0,157477.0
Indian Village,1171.0,2,1.5,3026.0,1968,2.0,1.0,0,1,0,0,7.7,13.48,38.3,5.8,40.0,3533.0,0,226788.0
Corktown,1011.0,3,2.0,4160.0,1942,2.0,,1,0,0,0,,9.3,49.3,,,742.0,0,229503.0
East English Village,831.0,3,1.0,3366.0,1906,1.5,1.0,1,1,0,0,5.2,2.71,67.2,4.9,42.6,2604.0,0,12000.0
Jefferson-Chalmers,2717.0,3,1.5,8290.0,1897,1.0,2.0,1,0,0,1,4.9,15.3,69.5,5.5,48.3,898.0,0,150584.0
University District,1775.0,1,3.0,4732.0,1929,2.0,1.0,1,1,0,0,6.7,7.78,41.0,7.2,65.8,878.0,0,199357.0
Chadsey-Condon,1202.0,4,1.0,5966.0,1985,1.0,1.0,1,1,0,1,5.5,10.81,73.4,4.2,31.0,1361.0,0,12000.0
Chadsey-Condon,1222.0,2,2.0,3401.0,1937,1.5,2.0,1,1,0,0,3.8,10.32,82.6,4.9,42.3,605.0,1,12000.0
Russell Woods,2024.0,4,1.5,5316.0,1919,1.0,0.0,0,1,0,0,7.5,13.28,76.2,4.0,57.2,1475.0,1,59272.0
Brightmoor,1273.0,2,1.0,2332.0,1948,1.0,0.0,1,0,1,1,3.8,17.57,100.0,2.4,18.1,960.0,0,12000.0
Corktown,968.0,3,2.0,3461.0,2024,1.0,2.0,0,1,0,0,6.4,15.17,68.0,6.5,28.3,1606.0,0,255968.0
Corktown,2648.0,2,1.5,5099.0,1902,1.0,0.0,1,1,0,0,8.5,12.1,51.1,6.7,55.4,1712.0,0,329168.0
Greenfield,1089.0,4,1.0,7183.0,1930,2.0,2.0,0,0,0,0,5.2,13.05,63.4,2.4,10.0,1187.0,0,12000.0
Brightmoor,1170.0,3,1.0,3092.0,1969,1.0,1.0,1,1,0,1,4.6,2.95,100.0,1.6,59.0,2189.0,0,12000.0
Chadsey-Condon,1388.0,3,2.0,4601.0,1943,2.0,0.0,1,1,0,0,4.9,18.51,73.1,5.0,48.5,2412.0,0,12000.0
Cody Rouge,1650.0,3,1.5,9105.0,1919,1.5,2.0,1,1,0,0,3.6,15.04,93.8,2.7,50.5,1770.0,0,12000.0
Morningside,1690.0,4,1.5,6271.0,1968,2.5,2.0,1,0,0,1,5.3,11.19,76.7,5.6,29.7,1443.0,0,38869.0
Cody Rouge,1625.0,3,2.0,2679.0,1955,2.0,0.0,1,1,0,0,2.4,7.43,88.2,3.7,50.6,1544.0,0,12000.0
Brightmoor,1116.0,3,1.5,5956.0,1988,2.0,0.0,1,0,0,0,5.7,13.56,45.7,4.7,49.1,535.0,0,12000.0
Grandmont-Rosedale,2024.0,4,1.5,3621.0,1951,2.0,1.0,1,1,0,1,9.2,10.98,66.0,6.2,42.3,1610.0,0,146130.0
Morningside,2187.0,2,1.0,5477.0,1922,2.0,0.0,1,1,0,0,5.9,10.37,68.0,5.2,56.3,300.0,0,74111.0
Lafayette Park,1081.0,3,1.0,3004.0,1963,1.0,1.0,1,1,0,1,5.2,16.14,44.3,6.8,36.7,2267.0,0,69744.0
Palmer Woods,480.0,3,1.0,4929.0,1940,2.0,1.0,1,1,0,0,5.4,16.25,60.8,9.6,39.3,1373.0,0,255136.0
Lafayette Park,1889.0,3,2.0,7125.0,1993,2.0,1.0,1,1,1,0,7.4,14.87,80.6,6.4,29.7,554.0,0,251806.0
Jefferson-Chalmers,1207.0,3,2.0,2193.0,1956,2.0,0.0,1,0,1,0,4.3,7.94,53.8,5.1,32.3,1733.0,0,53895.0
Boston-Edison,1715.0,1,2.0,5485.0,1933,2.0,2.0,0,0,0,1,7.9,0.5,50.1,5.7,28.3,2207.0,1,300436.0
Jefferson-Chalmers,2363.0,3,3.0,6294.0,1917,1.0,1.0,1,1,0,1,5.6,8.22,59.5,3.7,40.2,1508.0,0,131134.0
Indian Village,1021.0,4,1.0,5753.0,1936,1.0,1.0,1,1,0,0,5.0,5.13,43.5,8.7,36.5,1641.0,0,339590.0
Brightmoor,1595.0,1,1.0,9087.0,1952,2.0,1.0,0,0,0,0,4.5,8.5,91.7,3.8,50.4,1413.0,0,12000.0
Grandmont-Rosedale,696.0,3,2.5,4685.0,1952,1.5,2.0,1,1,0,0,5.9,8.05,49.2,4.3,54.3,1480.0,0,12000.0
University District,782.0,2,2.0,3635.0,1926,1.5,0.0,1,0,1,0,7.5,3.6,58.2,6.5,43.1,1075.0,0,99567.0
Warrendale,1116.0,3,2.5,2534.0,1955,2.0,1.0,1,1,0,1,5.7,18.89,79.0,3.9,51.6,2389.0,0,12000.0
Greenfield,618.0,2,1.5,3669.0,1939,1.0,1.0,1,1,1,1,5.2,5.52,98.4,4.7,29.0,692.0,0,12000.0
Bagley,1434.0,2,1.5,6508.0,1946,2.0,1.0,0,1,0,0,4.2,6.34,73.0,5.0,38.5,2516.0,0,76557.0
Grandmont-Rosedale,933.0,3,1.0,5448.0,1945,2.5,2.0,1,1,0,0,4.7,5.28,64.2,5.3,49.2,778.0,0,27444.0
Russell Woods,1605.0,1,1.0,5358.0,1994,2.5,1.0,0,1,0,0,2.8,9.02,50.2,4.9,39.9,1277.0,1,12000.0
Grandmont-Rosedale,1014.0,3,1.0,7955.0,1946,1.0,1.0,1,1,1,1,6.7,2.48,60.2,5.5,55.5,2748.0,0,105558.0
Greenfield,480.0,3,1.5,4381.0,1955,1.0,1.0,1,1,0,0,4.0,10.85,54.8,3.8,59.6,2316.0,0,12000.0
Palmer Woods,1501.0,3,1.0,6012.0,1931,1.0,0.0,1,1,0,0,5.5,0.5,56.2,7.4,59.7,2037.0,0,395135.0
Russell Woods,1756.0,5,2.5,2405.0,1946,1.5,0.0,1,1,0,0,4.3,3.09,60.7,5.5,54.8,3271.0,0,62835.0
Sherwood Forest,1369.0,2,1.0,3472.0,1902,2.0,2.0,1,1,0,1,4.3,15.74,47.3,6.7,36.1,1649.0,0,73238.0
Corktown,865.0,3,1.5,7087.0,1947,1.0,1.0,1,0,1,0,7.1,7.23,50.2,6.7,41.6,1787.0,0,283044.0
Bagley,878.0,2,1.0,5430.0,1956,2.0,2.0,1,1,0,0,6.9,10.43,83.8,4.6,32.9,300.0,0,12000.0
Boston-Edison,1395.0,4,1.5,6390.0,1937,2.0,2.0,1,0,0,0,4.6,17.67,67.0,7.4,50.7,1347.0,0,159854.0
Sherwood Forest,1675.0,3,1.5,1995.0,1971,1.0,1.0,0,0,0,1,5.9,5.43,60.6,4.2,60.1,1062.0,0,92885.0
Bagley,1003.0,4,2.5,2041.0,1926,2.0,1.0,0,1,0,0,4.5,5.81,62.0,4.4,48.9,1722.0,0,20995.0
Corktown,926.0,3,2.5,4759.0,1959,1.0,1.0,0,0,0,0,7.2,11.08,55.3,5.0,69.4,2135.0,0,242016.0
Greenfield,490.0,2,1.5,3048.0,1958,2.0,1.0,1,1,0,0,5.6,14.53,57.0,5.6,44.8,1411.0,1,12000.0
West Village,1493.0,4,2.5,6434.0,1957,1.0,1.0,1,1,1,1,7.0,3.58,72.1,7.7,35.7,2756.0,0,270085.0
Sherwood Forest,1687.0,4,1.5,5583.0,1938,2.0,1.0,1,1,0,0,7.4,5.82,68.7,6.1,47.6,471.0,0,173288.0
Indian Village,1749.0,3,1.5,3600.0,1966,2.5,2.0,0,1,0,0,5.2,7.95,37.6,7.2,50.5,1419.0,0,438380.0
Palmer Woods,1026.0,3,1.5,4794.0,1979,1.0,0.0,1,1,0,0,,6.66,64.3,,45.4,2095.0,0,263455.0
Boston-Edison,1053.0,3,2.5,2322.0,1976,1.5,1.0,1,1,0,0,7.1,10.62,25.5,7.5,20.9,2607.0,0,197029.0
Morningside,1724.0,3,2.5,3053.0,1940,2.0,2.0,1,0,1,0,6.7,4.91,84.3,6.3,44.2,3612.0,0,90373.0
East English Village,1259.0,3,1.5,7365.0,1957,2.0,1.0,0,0,1,0,4.1,9.4,76.2,4.6,39.7,1001.0,1,26850.0
Grandmont-Rosedale,843.0,3,1.5,1945.0,1984,1.0,1.0,1,1,0,1,8.1,15.22,75.2,4.5,53.5,2606.0,0,24199.0
Palmer Woods,1271.0,3,1.0,7065.0,1948,1.0,2.0,1,0,0,1,6.5,13.53,66.3,8.8,59.3,1302.0,0,380270.0
West Village,1571.0,4,1.5,4886.0,1963,1.0,1.0,0,1,0,1,5.2,18.05,38.2,7.3,40.3,774.0,0,213119.0
Palmer Woods,1108.0,3,1.5,4487.0,1945,1.0,0.0,0,1,0,1,,14.55,67.5,,48.7,2192.0,0,348820.0
East English Village,1924.0,4,1.5,6275.0,1986,2.0,0.0,0,0,0,0,,11.08,65.9,,37.1,746.0,0,87594.0
Brightmoor,1342.0,2,1.0,4708.0,1939,1.0,1.0,0,1,0,0,5.5,8.67,85.8,5.1,51.1,2198.0,1,12000.0
Warrendale,1205.0,3,1.0,2711.0,1952,1.0,2.0,0,1,0,1,4.9,5.63,92.9,3.1,57.2,750.0,0,12000.0
Lafayette Park,806.0,2,1.0,2262.0,1953,2.0,1.0,1,0,0,0,5.1,11.45,56.6,5.7,34.4,1043.0,0,52699.0
Warrendale,1196.0,4,2.0,3497.0,1957,1.0,2.0,1,1,0,0,3.5,7.92,73.1,2.1,39.9,1709.0,1,12000.0
Warrendale,1004.0,3,2.5,3225.0,1956,2.0,1.0,1,0,0,1,4.6,9.92,73.2,3.7,37.9,1732.0,1,12000.0
Bagley,1942.0,1,2.0,6536.0,1930,1.5,0.0,1,0,0,1,5.6,9.88,45.2,4.6,72.5,2517.0,0,136828.0
Brightmoor,1247.0,5,2.5,4287.0,1926,1.0,1.0,0,0,0,0,4.0,15.17,91.3,3.2,37.8,1809.0,0,12000.0
Bagley,2060.0,3,1.0,6158.0,1933,1.0,0.0,0,1,0,1,5.7,4.42,82.3,5.6,35.3,300.0,0,120551.0
Bagley,2301.0,4,1.5,4506.0,1939,2.0,0.0,1,1,0,0,3.7,3.97,68.8,4.4,58.9,2520.0,0,147932.0
Brightmoor,2119.0,4,1.5,3210.0,1942,2.0,0.0,0,0,1,1,1.6,8.75,79.4,4.4,32.1,2169.0,0,12000.0
Greenfield,480.0,3,2.0,7275.0,1969,1.0,0.0,1,1,1,0,6.3,13.55,94.9,3.0,54.4,300.0,1,12000.0
Warrendale,1686.0,2,2.0,2883.0,1939,1.0,0.0,1,1,1,1,5.8,9.0,97.5,3.8,62.6,2171.0,0,34863.0
Palmer Woods,1373.0,3,2.0,5848.0,1950,2.0,1.0,0,1,0,1,5.4,12.7,27.8,7.4,33.1,1715.0,0,401429.0
Brightmoor,1843.0,2,1.0,1386.0,1946,2.0,2.0,1,1,0,1,7.0,9.36,90.6,2.3,50.4,300.0,0,12000.0
University District,2150.0,4,1.5,7607.0,1936,1.0,1.0,1,1,1,1,4.2,5.08,53.4,6.3,68.2,3367.0,0,272390.0
Corktown,1271.0,3,1.5,5509.0,1947,2.0,2.0,1,1,0,0,7.3,8.3,51.2,5.3,49.1,1084.0,0,232311.0
Cody Rouge,1141.0,3,1.0,6333.0,1912,2.0,2.0,0,0,0,0,4.2,2.71,42.0,3.7,39.1,2414.0,0,12000.0
Russell Woods,842.0,1,1.0,3649.0,1971,1.5,0.0,1,0,0,0,7.6,6.2,69.3,5.8,42.2,714.0,0,12000.0
Russell Woods,1290.0,4,2.5,5892.0,1972,1.0,2.0,1,0,0,0,3.9,8.91,60.7,4.9,34.8,921.0,0,12000.0
Palmer Woods,1218.0,3,2.0,3250.0,1980,1.0,1.0,1,1,0,1,6.8,14.81,51.0,10.0,49.8,1902.0,0,346729.0
Cody Rouge,1243.0,3,3.0,1200.0,1956,2.5,1.0,1,0,0,0,4.5,2.27,81.6,3.8,45.8,1931.0,0,12000.0
Chadsey-Condon,1271.0,2,1.0,8239.0,1926,1.0,0.0,1,1,0,0,2.3,10.31,86.2,4.5,41.3,1618.0,0,12000.0
Chadsey-Condon,929.0,3,1.0,5206.0,1957,1.0,1.0,1,0,0,1,2.9,6.23,88.1,2.5,52.2,2323.0,0,12000.0
Cody Rouge,1086.0,4,1.0,3645.0,1974,1.0,1.0,0,1,0,0,5.1,12.53,75.3,4.3,46.8,2109.0,0,12000.0
Indian Village,1031.0,4,2.5,2996.0,1958,1.0,1.0,1,0,1,0,6.8,5.51,66.3,6.9,22.6,780.0,0,296079.0
Chadsey-Condon,1401.0,2,1.0,5557.0,1947,1.0,0.0,1,0,0,0,5.1,0.5,94.1,3.6,66.0,2346.0,0,12000.0
Indian Village,1387.0,4,2.5,4366.0,1962,1.0,0.0,0,0,1,1,5.3,2.87,35.7,7.9,46.5,2297.0,0,360529.0
Bagley,2277.0,2,2.5,5144.0,1956,1.0,1.0,0,1,0,0,7.4,8.77,51.3,5.4,60.6,1923.0,1,156658.0
Warrendale,1809.0,4,2.0,5711.0,1903,2.0,1.0,1,1,1,1,4.4,12.42,69.4,3.4,40.9,1234.0,1,52559.0
Russell Woods,830.0,2,1.0,4508.0,1985,2.0,0.0,1,1,0,0,6.4,12.3,71.9,5.0,64.3,1633.0,0,12000.0
East English Village,1470.0,5,1.0,3783.0,1993,1.5,1.0,1,0,0,1,4.9,5.06,100.0,5.4,50.4,1102.0,0,51439.0
Bagley,1587.0,2,2.5,1200.0,1932,2.0,1.0,1,1,1,1,7.3,6.61,63.3,5.6,43.8,2794.0,0,168683.0
Lafayette Park,480.0,3,2.0,4913.0,1946,2.0,1.0,1,1,0,0,4.8,3.92,59.1,6.7,69.4,1806.0,1,27308.0
University District,2745.0,2,2.0,5948.0,1987,1.0,1.0,1,1,0,0,7.1,8.29,75.3,8.2,44.0,1721.0,0,258977.0
Warrendale,526.0,1,1.5,3121.0,1934,1.0,2.0,0,1,0,1,5.9,13.46,88.0,4.3,35.9,1683.0,0,12000.0
Brightmoor,1026.0,4,2.5,4584.0,1970,2.0,0.0,0,0,1,1,4.7,21.12,81.1,3.0,49.2,1782.0,1,12000.0
Midtown,1331.0,2,2.0,5691.0,1967,2.0,1.0,1,0,1,0,7.6,9.67,24.9,8.5,36.8,1848.0,0,252757.0
Warrendale,566.0,4,1.5,6686.0,1969,1.0,1.0,1,1,1,0,6.6,7.95,66.7,5.3,67.9,963.0,0,12000.0
Lafayette Park,961.0,3,1.0,6472.0,1957,1.0,0.0,1,1,0,0,4.1,9.24,41.4,5.7,55.9,941.0,0,84366.0
Boston-Edison,1477.0,4,2.0,4181.0,1944,2.0,1.0,1,1,0,1,6.6,11.02,38.6,8.9,46.2,2290.0,0,290161.0
East English Village,825.0,3,2.5,5090.0,1952,1.0,0.0,1,1,1,1,5.1,17.34,93.6,5.1,40.7,1915.0,0,12000.0
Midtown,1610.0,3,1.5,5631.0,1951,1.5,0.0,1,1,0,0,8.2,12.57,39.0,6.6,30.6,2006.0,1,142212.0
Brightmoor,1640.0,4,1.0,6773.0,1962,1.0,2.0,1,0,0,1,1.8,8.51,78.4,6.3,34.0,2411.0,1,12000.0
Bagley,892.0,2,2.0,5148.0,1961,1.0,0.0,1,1,1,1,4.3,9.46,76.6,5.2,59.7,2733.0,0,62466.0
Grandmont-Rosedale,1020.0,4,1.5,3995.0,1933,2.5,0.0,1,0,1,0,4.9,9.84,53.2,5.1,67.6,2377.0,0,76531.0
Midtown,1709.0,3,2.0,2158.0,1982,2.0,0.0,1,1,0,1,7.1,13.19,68.2,6.1,36.4,1076.0,0,210445.0
Morningside,745.0,2,1.0,6299.0,1935,1.0,1.0,1,1,0,1,6.4,4.25,62.5,4.1,55.0,3130.0,1,12000.0
East English Village,777.0,4,1.5,1200.0,1943,2.0,1.0,0,0,0,0,3.0,8.56,51.9,4.5,49.5,764.0,0,12000.0
University District,1383.0,1,1.5,4357.0,1947,2.5,1.0,1,0,0,1,8.1,10.28,69.6,8.2,32.9,1456.0,0,173488.0
Boston-Edison,1120.0,3,2.0,6475.0,1972,1.5,0.0,1,1,0,0,5.7,7.98,46.7,9.2,59.4,2249.0,0,263096.0
Boston-Edison,940.0,4,2.5,6053.0,1982,2.0,1.0,1,1,0,1,6.3,5.6,18.2,6.6,25.4,1106.0,0,199318.0
East English Village,1738.0,1,2.0,2072.0,1976,2.0,2.0,1,1,0,1,4.8,7.72,71.5,5.9,44.2,1848.0,0,54410.0
University District,996.0,4,1.0,4491.0,1973,1.0,1.0,0,1,0,1,7.1,7.76,51.9,5.8,44.5,1455.0,0,84187.0
University District,1739.0,3,1.0,3593.0,1927,2.0,0.0,1,1,0,1,6.2,5.27,35.1,6.4,26.4,300.0,0,172995.0
Brightmoor,1891.0,2,1.5,2884.0,1957,1.0,1.0,1,1,1,1,3.4,10.04,85.8,4.2,43.8,2991.0,0,12000.0
East English Village,1802.0,4,1.0,3118.0,1918,2.5,0.0,1,1,0,0,4.9,5.71,75.2,3.7,51.1,1304.0,0,41181.0
Chadsey-Condon,824.0,4,1.0,6513.0,1946,1.5,2.0,1,0,1,0,4.4,1.28,100.0,2.2,50.1,2802.0,0,12000.0
West Village,1555.0,4,1.0,3790.0,1953,2.5,1.0,1,1,0,1,7.8,9.69,35.5,4.2,48.7,2362.0,0,161903.0
Cody Rouge,2035.0,2,1.5,3702.0,1945,2.0,1.0,1,1,0,0,6.4,6.86,84.8,4.3,62.1,1531.0,1,45565.0
Midtown,1702.0,2,1.5,5477.0,1978,1.0,2.0,1,1,1,0,4.6,11.0,74.1,6.1,66.3,1515.0,0,238163.0
University District,1337.0,4,2.5,5054.0,1940,1.5,0.0,1,1,1,1,6.3,0.5,42.1,5.7,52.7,1751.0,1,192505.0
Lafayette Park,1676.0,2,1.5,5873.0,1958,1.0,1.0,1,1,0,1,7.3,4.42,75.5,4.7,9.5,2339.0,0,175335.0
University District,1173.0,3,1.0,3570.0,1966,1.0,2.0,1,0,0,0,6.6,3.73,59.8,7.6,62.6,1165.0,0,138036.0
Morningside,1397.0,4,1.0,6052.0,1920,1.5,1.0,0,1,0,0,4.6,2.85,40.4,3.3,42.5,1117.0,0,12000.0
